screen_name,Year,Month,Date,text,likes,replies,retweets
FactsMatterJack,2018,11,30,Anyone with Common Sense knows Comey subverted Justice #ClintonSpecial coverup! @HillaryClinton destroyed Emails Phones Servers EVADE #FOIA revealing classified content #Pay2PlayScam Clinton Foundation bribes! Clintonâ€™s INTENT evaded Justice & conspired hiding Obamaâ€™s Complicity!,2,0,1
carolrosenberg,2018,11,30,"Interesting. I filed the #FOIA in July (https://www.documentcloud.org/documents/5348109-Freedom-of-Information-Act-request.htmlÂ â€¦) after DOJ stonewalled me. As I understand it, the war court review panel subsequently, separately declined to order discovery of the employment record. https://www.miamiherald.com/news/nation-world/world/americas/guantanamo/article221557485.htmlÂ â€¦https://twitter.com/steve_vladeck/status/1068632645263867906Â â€¦",8,0,6
TwitCases,2018,11,30,"New filing in Trump FISA info #FOIA case: Reply to opposition to motion
 
 Doc. on PACER: https://ecf.dcd.uscourts.gov/doc1/04506888492?caseid=185512&de_seq_num=145Â â€¦",0,0,0
TwitCases,2018,11,30,"New filing in Trump FISA info #FOIA case: Memorandum in opposition to motion
 
 Doc. on PACER: https://ecf.dcd.uscourts.gov/doc1/04506888476?caseid=185512&de_seq_num=142Â â€¦",0,0,0
big_cases,2018,11,30,"New filing in Trump FISA info #FOIA case: Reply to opposition to motion
 
 https://www.documentcloud.org/documents/5348154-Reply-to-opposition-to-motion.htmlÂ â€¦pic.twitter.com/qjwyGs2vKE",71,10,42
big_cases,2018,11,30,"New filing in Trump FISA info #FOIA case: Reply to opposition to motion
 
 https://www.documentcloud.org/documents/5348154-Reply-to-opposition-to-motion.htmlÂ â€¦pic.twitter.com/euTWlgE80y",4,0,6
big_cases,2018,11,30,"New filing in Trump FISA info #FOIA case: Memorandum in opposition to motion
 
 https://www.documentcloud.org/documents/5348153-Memorandum-in-opposition-to-motion.htmlÂ â€¦pic.twitter.com/lcI24QgotA",6,2,7
steve_vladeck,2018,11,30,"The government is opposing Al-Nashiri's motion to add the (deeply incriminating) materials @carolrosenberg obtained through #FOIA to the record of his suit seeking to disqualify the judge who had been presiding over his capital #GTMO military commission:
 
 https://www.justsecurity.org/wp-content/uploads/2018/11/Nashiri-Response.pdfÂ â€¦pic.twitter.com/ClnPL10Jxr",23,3,8
MuckRock,2018,11,30,Why did it take the State Department four and a half years to release two pages from its #FOIA manual? https://buff.ly/2U4BbEzÂ pic.twitter.com/jb6u2tCQWq,0,0,0
PamelaDrew,2018,11,30,"File #FOIA requests for Police & what happens? ""The police team used explosives to blow Talleyâ€™s door not only off its hinges, but clear across the room. Three former SWAT officers to whom I showed the video said they have never seen anything like it""
 https://www.washingtonpost.com/news/opinions/wp/2018/11/30/little-rock-man-who-exposed-illegal-police-raids-faces-felony-charges-after-fleeing-arrest/?noredirect=on&utm_term=.1d80aee0cf2dÂ â€¦",0,0,0
MuckRock,2018,11,30,Join our free #FOIA workshop in Cambridge December 3rd - Along with co-hosts @BINJreports and @EngageLab weâ€™ll discuss transparency basics and new tactics for freeing documents https://buff.ly/2ABKbb6Â pic.twitter.com/o9d1yGoQB8,6,0,5
Dobber_DeadPool,2018,11,30,"So @SteveScalise we will be at your office Monday we need the names of the individuals, crimes committed & how you obtained such information as well a friend will accompany me. He is an @FBI agent so you can explain how you got information no one in the world has #FOIA #GetGonehttps://twitter.com/thehill/status/1068369279899193345Â â€¦",5,0,5
MuckRock,2018,11,30,"For this weekâ€™s #FOIA round-up, #CIA wonâ€™t tell the family of a tortured suspect where his body is, journalists track police use of force in #NewJersey, and the University of #Arizona spends big money on #NCAA corruption investigations https://buff.ly/2U22rDlÂ #FOIAFridaypic.twitter.com/DsVQakFIy7",6,7,7
NSArchive,2018,11,30,"""Metro was willing to work with the organizer of a white supremacist rally in Washington this summer to provide special accommodations for his group, according to emails obtained from the transit agency through a public records request"" #FOIA https://twitter.com/faizsays/status/1068316802269265920Â â€¦",1,0,1
georgemappjr,2018,11,30,"CIA employees called for ""abolishing FOIA"" as one of Agency's goals for 1984 https://buff.ly/2ACIUR4Â via @muckrock #CIA #FOIA",1,0,0
LaurenLeHarper,2018,11,30,Hometown #FOIA story has me tempering my hopes for this basketball season but stoked the local paper is using public records for this kind of story https://www.azcentral.com/story/news/local/arizona-investigations/2018/11/29/arizona-wildcats-legal-bills-ncaa-basketball-investigation/2120399002/Â â€¦,2,0,0
MuckRock,2018,11,30,Documents responsive to a #FOIA request by @_Tom_Nash_ shed light on a proposed #conversiontherapy ban in #Virginia that failed last January https://buff.ly/2AEyW1JÂ pic.twitter.com/YdpPQqca9V,1,0,1
thememoryhole2,2018,11,30,"1/ Here are the documents [PDF] about Whitaker and World Patent Marketing that the FTC just released via #FOIA: 
 
 https://www.ftc.gov/system/files/documents/foia_requests/2019-00162-OPAQUE-Redacted-Responsive-Records.pdfÂ â€¦
 
 Here's one of the article reporting on them:https://twitter.com/TIME/status/1068562836446687232Â â€¦",19,2,17
BrechnerCenter,2018,11,30,"Amid a basketball recruiting scandal, @UofA paid an outside law firm $1.4 million to do ... something. Good luck figuring out what, because everything on the firm's invoices is being withheld as ""privileged."" Even the dates. #FOIA
 https://www.azcentral.com/story/news/local/arizona-investigations/2018/11/29/arizona-wildcats-legal-bills-ncaa-basketball-investigation/2120399002/Â â€¦",10,0,5
MuckRock,2018,11,30,"ICYMI, this week MuckRock users released our three *millionth* page of government records through #FOIA https://buff.ly/2U1YWx0Â #FOIAFridaypic.twitter.com/QkkCLy9npV",1,0,0
MuckRock,2018,11,30,Looking for a master's class in transparency? We've compiled all of a #FOIA tips and tricks into one project page: https://buff.ly/2Q4e1QeÂ pic.twitter.com/P3pAPfd6OL,0,0,2
schwellenbach,2018,11,30,This is when I love #FOIA,140,1,4
FOIANate,2018,11,30,Badass work by my @NSANate colleague @colombiadocs. Read the thread. #FOIA https://twitter.com/colombiadocs/status/1068549425147072512Â â€¦,4,0,1
LaurenLeHarper,2018,11,30,"Whitaker fielded early fraud complaints from customers at patent company yet promoted it for years, #FOIA-released* records show https://www.washingtonpost.com/politics/acting-attorney-general-whitaker-fielded-early-fraud-complaints-from-customers-at-patent-company-yet-promoted-it-for-years-records-show/2018/11/30/919b76bc-f4a2-11e8-80d0-f7e1948d55f4_story.html?utm_term=.8ca5f7d8886aÂ â€¦",10,0,8
MuckRock,2018,11,30,"This weekâ€™s #FOIA round-up: #CIA secrecy around #torture suspectâ€™s body, #journalists create a #police use of force database in #NewJersey, and the University of #Arizona spends $1.4 million on legal fees https://buff.ly/2BJGF0cÂ by @daysiatolentino #FOIAFridaypic.twitter.com/hitXDHbf2a",2,0,4
JimLaPorta,2018,11,30,My friend and #FOIA teacher @JasonLeopold from @BuzzFeedNews has made it easy to read all of their reporting on the #Trump #Russia tower meeting in this tweet below. I implore everyone to read this outstanding investigative work. https://twitter.com/jasonleopold/status/1068548959759519744?s=21Â â€¦,25,2,14
marshallalston_,2018,11,30,Charleston County employees flagged for misusing charge cards to get perks https://www.postandcourier.com/news/charleston-county-employees-flagged-for-misusing-charge-cards-to-get/article_c26a8e30-f1ba-11e8-b6fc-db720231ef19.htmlÂ â€¦ #foia,0,0,0
letgoofmyfannie,2018,11,30,"@Potus: I Donâ€™t Trust People Anymore: http://youtu.be/ifDP_2e3b6Y#youÂ 
 #StrangerThings #Privacy #CIA #HumanRights #surveillance #DeepState #FollowTheWhiteRabbit #TheStorm #QAnon #POTUS #resistance #MAGA #NSA #8chan #horror #Wikileaks #XFiles #MKUltra #FOIA #OperationMockingbird",1,0,0
NSArchive,2018,11,30,New EPA-wide policy (spurred by lawsuit brought by environmental groups) is intended to decrease the politicization of the #FOIA process at the agency - via @CCANhttp://chesapeakeclimate.org/press-releases/epa-improves-public-disclosure-policy-following-lawsuit-environmental-groups/Â â€¦,1,0,0
schwellenbach,2018,11,30,IMPACT! 8 members of Congress ask @Amazon's Jeff Bezos for details on its work involving @ICEgov citing @POGOblog's investigation & #FOIA - see @kansasalps & @JakeLaperruque in the 1st footnote https://www.markey.senate.gov/imo/media/doc/Bicameral%20Amazon%20Recognition.pdfÂ â€¦pic.twitter.com/vsFHMbQdDl,6,1,7
MuckRock,2018,11,30,"During a team-building exercise in 1984, #CIA employees casually acknowledged that one of the Agency's long-term goals was to ""fight to abolish #FOIA"" https://buff.ly/2ABQ4oGÂ #FOIAFridaypic.twitter.com/IQvOMFJqX4",11,1,16
theunixwizard,2018,11,30,If only the Trump-experience would have the nation demanding better #FOIA laws and enforcement for the citizens. https://twitter.com/MuckRock/status/1068293787733159941Â â€¦,0,0,0
thememoryhole2,2018,11,30,"Justice Dept just posted new docs: ethics pledges & appointment affidavits for Jeff Sessions, Rod Rosenstein, and several assistant / associate Attorneys General.
 
 Click ""Senior Leadership Appointment Documents"" on this page:
 
 https://www.justice.gov/oip/available-documents-oipÂ â€¦
 #FOIA",7,0,4
blackvaultcom,2018,11,30,"I filed a Mandatory Declassification Review (MDR) on the CIA Report, ""Saudi-Based Financial Support for Terrorist Organizations"" from 2002 and got a LITTLE more #declassified: https://www.theblackvault.com/documentarchive/cia-report-saudi-based-financial-support-for-terrorist-organizations-14-november-2002/Â â€¦
 #FOIA #blackvault",20,3,13
FOIAFile,2018,11,30,This is weak. Of course the response is going to be included in a pleading on the likely #foia litigation. https://twitter.com/NSArchive/status/1068230462781440001Â â€¦,0,0,0
MuckRock,2018,11,30,Why did it take four years for the State Department to process a #FOIA request about how long it takes for the State Department to process FOIA requests? https://buff.ly/2BF9quMÂ,7,2,5
lracrr,2018,11,30,"Siamo a #eprivacy a Roma! Con @lucarinaldi e @ORARiccardo alle 16.20 parlerÃ² di come la #privacy nelle istanze #FOIA sia a senso unico.
 Spoiler: non Ã¨ dalla parte dei cittadini/giornalisti e il #GarantePrivacy non si Ã¨ ancora espresso in merito.
 #FOIA4journalists
 @transparency_itpic.twitter.com/3EDYv1bkEe",11,0,1
HRfluence,2018,11,30,Charleston County employees flagged for misusing charge cards to get perks https://www.postandcourier.com/news/charleston-county-employees-flagged-for-misusing-charge-cards-to-get/article_c26a8e30-f1ba-11e8-b6fc-db720231ef19.htmlÂ â€¦ #foia,0,0,0
NSArchive,2018,11,30,Database of Declassified U.S. Records Provides Essential Evidence on Colombian Conflict #Colombia #humanrights #FOIA https://nsarchive.gwu.edu/briefing-book/colombia/2018-11-29/colombia-truth-commission-opens-doors-faces-significant-barriers-accessÂ â€¦,9,0,10
Kwills11,2018,11,30,#BillClinton flew at least 26 times on the #Epstein #LolitaExpress airplane. #Hillary at least 6. Are there video tapes of escapades with minors? Did a #FOIA of #SecretService logs happen yet? @JudicialWatch @MiamiHerald @SunSentinel @TheJusticeDept @SecretService @palmbeachpost,1,0,2
opengovva,2018,11,30,"#VCOG daily #access news, 11/30/18: some emails contradict, others fail to shed light; NDA; routine deletion #opengov #FOIA #transparency https://www.opengovva.org/transparency-news-113018Â â€¦",0,0,0
safepress,2018,11,30,"Interesting, or if you are @StegoPax 'Great fun', finding new things to #FOIA in gigabytes of CIA PDFs, without reading them. #coverterms #analysis
 
 Thanks for sharing @hexadecim8https://twitter.com/hexadecim8/status/1068215227274137605Â â€¦",0,0,0
JasonLeopold,2018,11,30,"Was just on @LBC with Sebastian Gorka (who blocked me on Twitter) discussing Trump Tower Moscow but I didn't get to interact with him or discuss the emails he wrote that I obtained via #FOIA
 https://www.google.com/url?sa=i&source=web&cd=&ved=2ahUKEwimhdTAy_veAhUKJnwKHQFqDccQzPwBegQIARAC&url=https%3A%2F%2Fwww.buzzfeednews.com%2Farticle%2Fjasonleopold%2Fsebastian-gorka-gave-a-classified-tirade-about-radical-islam&psig=AOvVaw2GfDZ-jUT-odIhuLPbIbhI&ust=1543649194968534Â â€¦",67,5,17
argosyblast,2018,11,30,#CIA #FOIA https://twitter.com/JudicialWatch/status/1068330272645513217Â â€¦,0,0,0
BernieSandwichz,2018,11,30,"Wishing don't make it So!!!
 #FOIA",0,0,0
HumbleHater,2018,11,30,@POTUS Do it! We need to see it! #FOIA Do it! We need to see it! #FOIA Do it! We need to see it! #FOIA,0,0,0
BernieSandwichz,2018,11,30,"Who the fuck cares?
 #FOIA",0,0,0
MuckRock,2018,11,30,"Some of the #AmazonHQ2 finalist cities, such as #Chicago, are still fighting to keep their unsuccessful bids secret, while others, like #Pittsburgh, are just now being released https://buff.ly/2TWLqunÂ #FOIA pic.twitter.com/M8DsBwfZ7m",2,0,4
MurphyLaw23,2018,11,30,perfect...transparency...the full transcript with nothing redacted! #FOIA,0,0,0
MuckRock,2018,11,30,"One of questions weâ€™re most frequently asked at MuckRock is how to request the #FBIâ€™s files on an individual. To help clear up the process, weâ€™ve compiled this simple flowchart to make sure you have everything you need before you file that #FOIA https://buff.ly/2AxSLrwÂ pic.twitter.com/Ff4FCQorrk",4,0,3
RosiePalfy,2018,11,30,Dangerous â€˜jackasseryâ€™: Inside the 1st #Marine Divisionâ€™s culture of barracks #hazing https://www.marinecorpstimes.com/news/your-marine-corps/2018/11/26/dangerous-jackassery-inside-the-1st-marine-divisions-culture-of-barracks-hazing/?utm_source=Sailthru&utm_medium=email&utm_campaign=ebb+11%2F27%2F18&utm_term=Editorial+-+Military+-+Early+Bird+Brief#.XACy16IBblk.twitterÂ â€¦ #USMC #Marines #military #jackassery #FOIA #assault #alcohol #abuse @USMC,0,0,0
joshgerstein,2018,11,30,Some agencies incredibly proactive about #FOIA releases while actual requests linger for years https://www.seattletimes.com/seattle-news/federal-judge-blocks-hhs-from-releasing-seattle-based-planned-parenthood-groups-grant-application/Â â€¦,1,0,1
MurphyLaw23,2018,11,30,"#FOIA @POTUS @realDonaldTrump do it already, #DECLAS",1,0,0
SIUIntelligence,2018,11,30,"We often submit Open Record Requests for many different reasons.
 
 Please get involved with your #txlege representative and ask that they support @TerryCanales40 and his efforts to revise the Texas Public Information Act. 
 
 #texas #attorneys #privateinvestigator #FOIA #HouNewshttps://twitter.com/TerryCanales40/status/1068284526655361025Â â€¦",6,0,2
MuckRock,2018,11,30,#Virginia joins 18 other states that have exempted their judicial records from public records laws https://buff.ly/2BGpNaxÂ #FOIA pic.twitter.com/g2RFK2xlm0,0,0,2
Soulparole,2018,11,30,"An #EasterEgg in my #FOIA package. This letter with the name redacted. 
 
 Beautiful. And Thank you.....Whoever you are. #bcpoli #mcfd #RIPNickLangpic.twitter.com/urRBZIxCsQ",17,2,3
Soulparole,2018,11,30,"A quick lesson on ""How to spin news in 1 easy step"" #MCFD hired a former employee and paid him $9K to cover their asses. Didnt work though. #amateur #issuesmanager #bcpoli #FOIA pic.twitter.com/mH11V4Yf8x",2,0,6
Vapingit,2018,11,30,"#Ecigs #FOIA #Lawsuit 
 
 Here's where you can read about it:
 
 https://www.bozemandailychronicle.com/news/city/bozeman-shop-challenges-gallatin-county-indoor-vaping-ban/article_e938b369-cc42-5361-b4ad-fdac609c3318.htmlÂ â€¦
 
 If you can, here's where you can support/share it.
 
 https://www.gofundme.com/fund-the-vape-foia-lawsuitÂ â€¦",2,0,2
tomhewittnews,2018,11,30,"I'm pretty curious what the words after ""Not intending to be"" are, because I can think of a few. #FOIA https://twitter.com/kylehopkinsAK/status/1067968834206785536Â â€¦",1,0,0
KristinFDalton,2018,11,30,I hope the security review doesnâ€™t take as long as the #FOIA https://twitter.com/SydneyKashiwagi/status/1068319513622601733Â â€¦,1,0,0
MuckRock,2018,11,30,#Virginiaâ€™s #Trump Winery inspections are a $38 empty glass https://buff.ly/2Q1Xg81Â #FOIA pic.twitter.com/ccvzLPdkW2,1,0,0
MuckRock,2018,11,30,Don't #FOIA @realDonaldTrump's White House https://buff.ly/2AxRgJWÂ pic.twitter.com/OPun4mNIHB,1,0,0
OurHiddenHistry,2018,11,30,"CIA document, 1973
 
 Luis Kutner, co-founder of Amnesty International, planned to open an office of another NGO, World Habeas Corpus, in Beijing.
 
 if CIA would pay for it, Kutner would allow CIA to ""staff it completely with our own people"".
 
 Source: https://www.archives.gov/files/research/jfk/releases/104-10071-10096.pdfÂ â€¦ #FOIA pic.twitter.com/TsFjyKOzzl",610,19,605
MuckRock,2018,11,30,"During a four-hour meeting in 1984, #CIA employees casually let slip that one of the Agency's goals was to ""Continue to fight to abolish #FOIA"" https://buff.ly/2KHMiyHÂ pic.twitter.com/XwcRZD5ETG",3,0,3
monicaeng,2018,11,29,And the gold medal for fastest #FOIA response in history goes to Jim Allen @ChicagoPolls . Why can't more Chicago departments work like this?pic.twitter.com/USZqrJahUH,5,0,0
MuckRock,2018,11,29,Why did it take the State Department four and a half years to release two pages from its #FOIA manual? https://buff.ly/2SkrBLUÂ pic.twitter.com/f6cdcHVUYo,2,0,1
resentfultweet,2018,11,29,"As of last year, #FBI's average #FOIA processing time for simple track cases - defined as fewer than 50 pages - was 181 days. https://www.muckrock.com/news/archives/2017/jan/11/fbi-complex/Â â€¦https://twitter.com/kenklippenstein/status/1068243445083443200Â â€¦",5,0,1
Love_Infusion,2018,11,29,"To know what's going on in the world of Justice, get an account somewhere where you can look at court documents #FOIA
 I assure you it's eye opening & nothing you will ever see in theâ€¦ https://www.instagram.com/p/Bqx6h77nn3H/?utm_source=ig_twitter_share&igshid=1jwk14m0khxb5Â â€¦",0,0,0
threadreaderapp,2018,11,29,"Hello the unroll you asked for: Thread by @CALHSR: ""Finally tuning into legislative hearing on critical @CaHSRA audit report. You can watch too! http://calchannel.com/live-webcastÂ [â€¦]"" #FOIA https://threadreaderapp.com/thread/1068226642621812736.htmlÂ â€¦
 Enjoy :)",0,0,0
a_marshall_plan,2018,11,29,"Wtf?? @FOIAPost, is this considered a ""best practice"" for communicating with #FOIA requesters? https://twitter.com/FOIANate/status/1067516734108827648Â â€¦",7,2,1
PKellyHardwa822,2018,11,29,#FOIA by this reporter.. https://www.miamiherald.com/news/local/article214210674.htmlÂ â€¦,1,1,3
NSArchive,2018,11,29,"Air Force FOIA Shop Denies @NSArchive #FOIA Request for â€œReasonsâ€
 
 The Agency Couldnâ€™t Have Sent a More Unprofessional, Unlawful FOIA Response Letter to a Worse Place
 
 https://unredacted.com/2018/11/29/air-force-foia-shop-says-request-denied-for-reasons-frinformsum-11-29-2018/Â â€¦",7,0,11
natecarlisle,2018,11,29,"Appealing some #FOIA/GRAMA denials today related to murder of Lauren McCluskey. Agency doesn't even know what law says. 
 What it cited: U.C.A. Â§ 63G-2-305(10)(a). Release of the requested records could reasonably be expected to interfere with an active investigation. 1/2",11,1,3
MuckRock,2018,11,29,#CIA employees called for â€œabolishing #FOIAâ€ as one of Agencyâ€™s goals for 1984 https://buff.ly/2ABcWEXÂ by @resentfultweetpic.twitter.com/41W74DP1oC,5,0,4
MuckRock,2018,11,29,"Driving through #Virginia, one might wonder if there was any #CivilWar trivia not deemed worthy of throwing on a plaque and setting up by a highway. Wonder no more - thanks to #FOIA, @_Tom_Nash_ has the rejects https://buff.ly/2TWKAhdÂ pic.twitter.com/1HKtZCjUg3",2,0,1
pauldiegocraney,2018,11,29,"There is no process more painful than #FOIA city clerks and dealing with election data. After 21 days, I still am waiting on basic voter data from city clerks. #Lowell",1,0,1
QTrueAnon,2018,11,29,Evidently you are being discriminated against by @Twitter - we the people have a right to #FOIA and this is censorship our President will see this is released . . .@realDonaldTrump,0,0,0
MuckRock,2018,11,29,"ICYMI, this week MuckRock users released their three millionth page of government records through #FOIA https://buff.ly/2Q4gt9mÂ pic.twitter.com/J2b7lxJGcE",0,0,0
freegovinfo,2018,11,29,Nice to see @digiphile at todayâ€™s #foia comm meeting @USNatArchives,3,1,0
MacFarlaneNews,2018,11,29,FUN WITH #FOIA - Work orders at US Dept of Veterans Affairs headquarters in DC. It's TOO COLD in their in-house Starbucks pic.twitter.com/OrJmPnpxjw,4,0,5
MuckRock,2018,11,29,"The #RonaldReagan #FBI file Crowdsource has unearthed new chapters in the Gipper's decades-long relationship with the Bureau, and even offered insight into how the FBI processes #FOIA requests. Take a minute and contribute today! https://buff.ly/2Sj4dhPÂ pic.twitter.com/35K59kGLwJ",1,1,0
thememoryhole2,2018,11,29,"NEW: Released half an hour ago, the detailed May-June 2017 schedule of Secretary of Energy Rick Perry.
 
 Meetings, travels, phone calls, interviews.... 
 
 https://altgov2.org/calendars/Â 
 #FOIA pic.twitter.com/6y2I3bPgom",12,2,9
LaurenLeHarper,2018,11,29,This seems like excellent #FOIA fodder #VA #GIBillhttps://www.nbcnews.com/news/us-news/veterans-affairs-dept-tells-congressional-staffers-it-won-t-repay-n941491?cid=sm_npd_ms_tw_ma&fbclid=IwAR1V0tab01-r8R_iL170M6b7o14kAWtq_jBWM6P9ArfmGgHQOZRHn2WOX0cÂ â€¦,5,0,3
AnthonyJClark,2018,11,29,"#FOIA: in Trautman v DOJ 1:16-cv-01629, defendant argues work NARA officials (incl. GC) did - questioning Maryellen, identifying/interviewing more survivors, conferring w/agencies, talking w/witnesses even after OIG began work - wasn't an investigation & created no docs. #YeahNo",0,2,0
ComplianceIan,2018,11,29,"#Coalfire Systems, Inc. is looking for #FOIA Specialist. Learn more or Jobvite a friend. Tell them #IanSentYou
 http://app.jobvite.com/m?315PfkwZÂ #job",0,0,0
MacFarlaneNews,2018,11,29,US Department of Veterans Affairs headquarters in DC is an old building...... Work orders released via #FOIA show it ain't pretty in the autumn/winter months pic.twitter.com/mcoKTvjTuk,3,0,4
MacFarlaneNews,2018,11,29,MORE FUN WITH #FOIA - Federal agency repair requests. There was something of a roach problem at EPA headquarters in 2017 pic.twitter.com/BJYskh0OGg,2,0,0
MacFarlaneNews,2018,11,29,"MORE FUN WITH #FOIA - Headquarters of US Department of Veterans Affairs had an ""urgent"" maintenance need pic.twitter.com/NtM7gs7JNO",2,2,0
mckennapr,2018,11,29,Lawsuit by @CCAN and @EnviroIntegrity limits ability of political appointees at EPA to stall or deny #FOIA requests. http://ow.ly/mAOq30mNOTOÂ,2,0,2
