screen_name,Year,Month,Date,text,likes,replies,retweets
MSmeowsie,2019,1,1,"Zinke created a singular position (appearances=swift response) & appointed a loyalist. As in, primary job was to 'protect him'...delaying FOIA requests that could harm his reputation. He's gone and delays have worsened!?! #FOIA https://twitter.com/wildadvocate/status/1079829567991365632Â â€¦",0,0,0
WaukeSlosh,2019,1,1,"I mean, we have #foia laws, @SpeakerVoshttps://twitter.com/patrickdmarley/status/1079804029344075777Â â€¦",0,1,0
NuclearAnthro,2019,1,1,I think this calls for a #FOIA of social media policies and guidelines.,1,1,0
BillNigh,2019,1,1,"The FCC Chairman has admitted that approximately 500,000 comments submitted during the recent net neutrality public comment period are linked to Russia. #FOIA requests have been filed to help determine the extent of Russian influence in the process.",2,0,3
COScienceWriter,2019,1,1,"Here are a few suggestions for the next Congress: modernize #FOIA to further limit arbitrary denials of documents, write the #roadlessrule into the statute book, codify #WOTUS, mandate the #FairnessDoctrine, and reinstate section 5 of the #VotingRightsAct.",2,0,0
Jesus_isPeace,2019,1,1,"THIS!
 Big #JesseJackson lie busted by scrappy #Chicago neighborhood website -
 #ChicagoSunTimes even wrote an editorial based on his phony claim...
 
 #ChicagoCrime #CAPS #CWB #FOIA #Wrigleyville #CCOT #PJNet #MAGA #KAGhttps://www.americanthinker.com/blog/2018/12/big_jesse_jackson_lie_busted_by_scrappy_chicago_website.html#.XCrvJrADSnU.twitterÂ â€¦",0,0,0
liberalmommaof4,2019,1,1,"They always slip this shit through when we are distracted... 
 #FOIA Is fundamental tool in holding government accountable
 
 Knowledge is power people https://twitter.com/mog7546/status/1079895918961455105Â â€¦",0,0,0
AssCeiling,2019,1,1,"They never give up. No time to work on fixing shutdown, but there is time to F with FOIA #shutdown #FOIA",0,0,0
ericohlsen,2019,1,1,Good public records lessons here: 1. Know the law before you submit; 2. Never trust the custodian will follow through; 3. Donâ€™t ever give up. #FOIA #FOIAroundup #OSINThttps://twitter.com/gordonrfriedman/status/1079931564610310145Â â€¦,2,0,3
innercitypress,2019,1,1,New: UK Mission in #2018 Embraced UN @Alison_Smale's Censorship Amid #Cameroon Collusion Now Pending at UK Information Commissioner's Office along with withheld #Yemen documents #FOIA #OnwardTo2019 http://www.innercitypress.com/ukun6forsmalecensoringcam123118.htmlÂ â€¦pic.twitter.com/MnZdGHJMUp,4,0,8
lucyparsonslabs,2019,1,1,"On the last day of 2018, consider supporting @lucyparsonslabs and our work including @openoversight and #FOIA lawsuits in the new year with a tax deductible donation!
 
 https://donorbox.org/donate-to-lucy-parsons-labsÂ â€¦",3,0,2
BillNigh,2019,1,1,"The FCC Chairman has admitted that approximately 500,000 comments submitted during the recent net neutrality public comment period are linked to Russia. #FOIA requests have been filed to help determine the extent of Russian influence in the process. Russia does some clever shit.",10,1,4
mog7546,2019,1,1,"Depriving 'Americans of the RIGHT TO KNOW What Government Is Doing
 
 #Trumpâ€™s PROPOSED CHANGES to how the Interior Department handles #FOIA requests ""are designed to facilitate MORE OFFICIAL STONEWALLING and DELAYS in producing public records
 
 #Resist
 #MOGhttps://www.commondreams.org/news/2018/12/31/under-cover-shutdown-trump-admin-quietly-moves-deprive-american-people-their-rightÂ â€¦",29,3,47
RaccoonSquadron,2019,1,1,Cc @kenklippenstein #FOIA,0,0,0
MuckRock,2019,1,1,"#FCC backs down after year-long #FOIA fight, releases emails related to #AjitPai's infamous ""Harlem Shake"" video https://buff.ly/2VkLXqxÂ pic.twitter.com/tIiIBb4WZB",4,1,4
fareedbashir,2019,1,2,Dear Chris Grayling @transportgovuk please can you disclose under #FOIA the due diligence and anonymised contract summary you entered into on our behalf expending #taxpayers money with #seabournefreight ? Kind regards Fareed Bashir,5,0,2
jfleit,2019,1,2,"""Before Interior Secretary Ryan Zinke departed the agency under a cloud of ethics investigations, he transferred public records requests to a political operative and introduced a proposal to limit new requests in the future."" #FOIA https://thinkprogress.org/interior-foia-national-parks-shutdown-zinke-trump-a845459d3e07/Â â€¦",0,0,0
WriterAlejandra,2019,1,2,"Just submitted my first FOI of 2019 
 
 The public has a right to know. 
 #transparency #accountability #FOIA",41,1,2
resentfultweet,2019,1,2,"Reminder that if you're a journalist that's going through a particularly frustrating #FOIA process, MuckRock will probably let you write about it/at the very least interview you. (Same also applies for particularly positive FOIA processes, btw). https://twitter.com/dellcam/status/1080594010283094016Â â€¦",11,3,3
thememoryhole2,2019,1,2,"Well, I know what I'll be posting in the next day or two. Via #FOIA, I have several unreleased reports from the Special Inspector General for Afghanistan Reconstruction (@sigarhq)https://twitter.com/KatieBoWill/status/1080545630718775299Â â€¦",32,3,15
PhilliNaz15,2019,1,2,Come and join a fantastic IG team... #gmca #gmfrs #GDPR #dataprotection #FOIA https://www.greater.jobs/search-and-apply/job-details/FR-24008/Â â€¦,0,0,1
dellcam,2019,1,2,"Because #FOIA is toothless they could really get away with this if they wanted, unless people are willing to sue. (Lots of journalists are!) https://twitter.com/environment/status/1080469833223979013Â â€¦",36,3,14
NuclearAnthro,2019,1,2,"itâ€™s agency & funding specific.
 
 DOE & NNSA havenâ€™t acknowledged my recent requests nor sent me a â€œ#FOIA is canceledâ€ letter. 
 
 DoD associated folk (i.e. DTRA) respond.
 
 USSTRATCOM not only responded NEXT DAY but also granted my expedited processing
 #PhDLifehttps://twitter.com/kenklippenstein/status/1080250231730683905Â â€¦",18,1,3
william_summers,2019,1,2,Article in today's @GuardianAus about the bizarre response to my #FOI about removing @SkyNewsAust from Melbourne train stations. Thanks to @knausc for giving this wider exposure. #springst #auspol #FOIA https://twitter.com/GuardianAus/status/1080542376685375488Â â€¦,10,0,8
KevinBogardus,2019,1,2,"I talked to @EPA employees about how the shutdown was affecting them. They were:
 
 - asking family for help with bills
 - worried about back pay
 - looking for another job
 
 And expect inspections, research and #FOIA to slow down
 
 Hereâ€™s my story (itâ€™s open)
 
 https://www.eenews.net/stories/1060110769Â â€¦",34,1,27
ElleBeyoud,2019,1,2,"Oh yay, just got the latest IRS request for more time for a #FOIA request I filed in 2016, for a beat I no longer cover. 
 
 I look forward to these every few months. pic.twitter.com/4ysEszgkrK",18,2,3
AdavisWilliams,2019,1,2,#FOIA https://twitter.com/kenklippenstein/status/1080541377975500800Â â€¦,0,0,0
justasally,2019,1,2,Apparently legal rights only exist when the government has money... #FOIA pic.twitter.com/VKHe18jKdS,0,0,0
MuckRock,2019,1,2,"Get regular updates about how machine learning, #AI, and big #data are reshaping our world via @_blip_'s ongoing #AlgorithmicControl #FOIA project: https://buff.ly/2F17uz4Â pic.twitter.com/UBCX8Z6qA5",0,0,0
marcomarni00,2019,1,2,"Absolut amazing With this you have closed the circle between all I have researched the last weeks (#Qanon, #UFO, #spirituality, #consciousness, cia #foia documents, #secretprojects and so on).",0,0,0
schestowitz,2019,1,2,""" #MuckRock has filed several new #FOIA requests to learn more about the case."" Mr/Mrs Best should just acknowledge #wikileaks does it better and a lot more efficiently https://www.muckrock.com/news/archives/2019/jan/02/FBI-village-voice/Â â€¦ #espionage",0,0,0
taxpayers,2019,1,2,Good weâ€™re not thrown by stonewalling. Weâ€™ll keep pushing to make sure public info actually reaches the public. #FOIA,9,0,1
taxpayers,2019,1,2,Huh. Weâ€™ve already had trouble getting answers to our @interior #FOIA requests. This rulemaking would give @interior *more* room to deny FOIA requests â€œrequiring researchâ€ & make arbitrary decisions re: what is â€œburdensome.â€,8,1,3
THahnBurkett,2019,1,2,#FOIA thread. This matters. https://twitter.com/jbf1755/status/1080540310764019712Â â€¦,0,0,0
Riana_Crypto,2019,1,2,"Oh shit, I totally missed this!! Seeing @aclu file a #FOIA suit against federal agencies over government hacking hits me right in my happy place. https://twitter.com/TorEkelandPLLC/status/1076209187263262721Â â€¦",12,0,6
asgvisalaw,2019,1,2,"Is DOL too inept or apathetic to run the #H2B program or was this sabotage?
 
 I #FOIA requested all their materials on planning and executing the FIFO-to-the-millisecond disaster.
 
 And now we wait.",5,0,0
noreallyhowcome,2019,1,2,Have you seen this re #FOIA being gutted? https://twitter.com/bystevereilly/status/1080507757147705344?s=21Â â€¦,1,0,2
jessiereport,2019,1,2,Is there an agency that's not giving you the docs? Are you trying to appeal a #FOIA decision? Is their a weird public records law in your state that makes no sense? I want to know about it!!! #OpenGovhttps://twitter.com/MuckRock/status/1080524389077135365Â â€¦,10,3,5
resentfultweet,2019,1,2,Just realized (thanks to MuckRock radio) that the infamous Kissinger quote about #FOIA was a paraphrase of a Billie Holiday lyric. pic.twitter.com/QYAtpLCJJS,3,1,2
thememoryhole2,2019,1,2,"NEW: The FBI sent me previously unreleased pages from George Harrison's file. This supposedly completes the release of the Quiet Beatle's file.
 
 Included are 2 pages that were previously withheld from John Lennon's file, making this a twofer.
 
 https://altgov2.org/fbi-file-george-harrison/Â â€¦
 #FOIA pic.twitter.com/IMQ1rMIErI",31,2,18
MuckRock,2019,1,2,Is there a #FOIA issue in your state you want @jessiereport to cover this year? Let us know via our ongoing State of State Public Records Laws Project: https://buff.ly/2VqZMnnÂ pic.twitter.com/DypcR6b3Dg,1,1,2
mvtopic,2019,1,2,Interior is not above the law. This #foia rule suggests it doesn't understand that. https://twitter.com/resentfultweet/status/1080516760481288197Â â€¦,1,0,0
kadajoza,2019,1,2,"(Washington, DC) â€“ Judicial Watch announced today it filed a Freedom of Information Act (#FOIA) lawsuit against the U.S. Department of Justice for records of costs incurred by and logs maintained by the security detail for Special Counsel Robert Mueller 
 https://www.judicialwatch.org/document-archive/jw-v-doj-mueller-security-costs-02537/Â â€¦",38,0,26
agolubowitsch,2019,1,2,WTF?! #FOIA https://twitter.com/KlasfeldReports/status/1080513834698330113Â â€¦,0,0,0
ChristinaJedra,2019,1,2,War on transparency': US agency plans crackdown on information requests https://www.theguardian.com/us-news/2018/dec/29/trump-administration-interior-department-foia-changesÂ â€¦ #FOIA,1,0,1
UNreal_Donald_T,2019,1,2,".
 I bet they've been working on this since the day #Pruitt arrived. They have certainly made it difficult to get information out of the #EPA.
 #Wheeler is probably even worse than Pruitt so this is only to be expected.
 .
 It ain't gonna get any better
 .
 #FOIA #Information #CleanAirhttps://twitter.com/GlennThrush/status/1080512862743904256Â â€¦",0,0,0
ehasbrouck,2019,1,2,"Whoâ€™s paying for the national ID database? 
 https://papersplease.org/wp/2019/01/02/whos-paying-for-the-national-id-database/Â â€¦ #realid #FOIA @PapersPlease",1,0,0
resentfultweet,2019,1,2,"Starting today, the US Capitol Police will be posting its weekly arrest reports to its website. It doesn't sound like much, but USCP considers itself a legislative entity and therefore exempt from #FOIA, so this is a good start. https://www.uscp.gov/media-center/press-releases/united-states-capitol-police-weekly-arrest-summary-be-posted-uscpgovÂ â€¦ h/t @jessiereportpic.twitter.com/es8ECbXe4m",6,0,3
c_m_dangelo,2019,1,2,"Zinke's team called his flag-flying ritual â€œa major sign of transparencyâ€
 
 His final acts include...
 Putting a loyal political appointee in charge of agency's #FOIA program
 https://www.huffingtonpost.com/entry/ryan-zinke-interior-flag-rules_us_59f0e08ee4b0af27f58927dcÂ â€¦
 
 Proposing to ignore FOIA requests that it deems ""unreasonably burdensome""https://twitter.com/environment/status/1080469833223979013Â â€¦",5,0,8
CabinCrasher,2019,1,2,Only Congress is except from #FOIA.,1,0,0
KoehlerMatthew,2019,1,2,"Heads up #MTNews #MTPol #MTMedia!
 
 This was one of @RyanZinke last acts as @SecretaryZinke. If you value #OpenRecords and transparency this should be an outrage. #FOIA https://twitter.com/JamesCTobias/status/1080477245511151616Â â€¦",2,0,1
JamesCTobias,2019,1,2,#FOIA #FOIA4evahttps://twitter.com/JamesCTobias/status/1080477245511151616Â â€¦,0,0,0
greenarchives1,2019,1,2,"Hey Interior Department, that's not how #FOIA works. https://twitter.com/environment/status/1080469833223979013Â â€¦",1,0,3
PEERorg,2019,1,2,FOIA's may seem like a nuisance but it's one of our most valuable tools for understanding how and why agencies make decisions. This must be protected. @commondreams #foia @Interiorhttps://www.commondreams.org/news/2018/12/31/under-cover-shutdown-trump-admin-quietly-moves-deprive-american-people-their-rightÂ â€¦,1,1,0
KWRutter,2019,1,2,#FOIA is not just a great idea. #OpenGovhttps://twitter.com/daniellebrian/status/1080487509589721088Â â€¦,2,0,1
resentfultweet,2019,1,2,"To get a sense of how bad things are over at the Interior, I've been waiting over a year on a #FOIA regarding emails related to the Big Buck Hunter in the employee cafeteria: https://www.muckrock.com/foi/united-states-of-america-10/secretarys-shotgun-showdown-43912/Â â€¦https://twitter.com/environment/status/1080469833223979013Â â€¦",1,0,0
rsmaharaj868,2019,1,2,#Repost @RSF_en #pressfreedom #truth #freedomofinformation #benbradlee #democracy #foia #righttoinformation #rti #accesstoinformation #ati #opengovernment #ogp #opengovernmentpartnershipâ€¦ https://www.instagram.com/p/BsIzqZig_UE/?utm_source=ig_twitter_share&igshid=1w69bpppu9qy8Â â€¦,0,0,0
dataeditor,2019,1,2,well i guess i know who i'm filing #FOIA requests to this year https://twitter.com/environment/status/1080469833223979013Â â€¦,45,1,5
hearoldh,2019,1,2,@AmbNikkiHaley #FOIA https://twitter.com/dark_poplar/status/1080452665933352960Â â€¦,0,0,0
DCOGC,2019,1,2,#FOIA lawsuit filed by @washingtonpost seeking records of @DCPoliceDept #bodycam footage of Council members traffic stop will start to bring into focus the balance between public/private w/r/t these videos: https://www.dcogc.org/node/4968Â,3,0,1
TiffanyStecker,2019,1,2,Uh oh #FOIA @rebeccamkernhttps://twitter.com/environment/status/1080469833223979013Â â€¦,3,0,2
dark_poplar,2019,1,2,And @StateDept is still dragging feet on #FOIA requests for @HillaryClinton emails. #DTS @JudicialWatch @TomFitton,0,0,0
opengovva,2019,1,2,"#VCOG daily #access news, 1/2/19: new interior #foia rules; smart, but not private; the graftiest #opengov #transparency https://www.opengovva.org/transparency-news-1219Â â€¦",0,0,0
WWWLOChildren,2019,1,2,"So very relevant. #FOIA
 
 â€The result is partly due to the... https://www.theguardian.com/australia-news/2019/jan/02/how-a-flawed-freedom-of-information-regime-keeps-australians-in-the-dark?CMP=share_btn_fb&fbclid=IwAR01Fe9FMHiV1nNoQdtG6f05v__OohUS17m1EiusDFlWM9IkAzNzpwnfnhEÂ â€¦",0,0,0
russellmurder,2019,1,2,"If #FOIA worked as it should through its intended administrative processes, judicial action would seldom be necessary. #OpenAccess #RealReformNowhttps://twitter.com/foiaproject/status/1062023599123546113Â â€¦",0,0,0
FarmFairyCrafts,2019,1,2,"Our #FOIA Project is Not About Any One Professor; Rather, itâ€™s About How Agrichemical & Food Companies Deceive Us. http://bit.ly/1Ol9rBPÂ",0,0,0
erkzalez1,2019,1,2,The Patriot Act Expire yetor are the cdc science ? #Technologycoup #Mtabudget #thePatriotAct #foia #Foil #Transparency #Terrorbudfetwarhttps://twitter.com/erkzalez1/status/1080363517033832449Â â€¦,0,0,0
FOIcentric,2019,1,2,Sometimes freedom of information cases are so patently bizarre they warrant special mention. Here are four of the most perplexing recent decisions. https://www.theguardian.com/australia-news/2019/jan/02/foi-releases-often-prove-underwhelming-but-these-ones-are-baffling?CMP=share_btn_twÂ â€¦ via The Guardian #foi #foia #transparency #auslaw,0,0,0
letgoofmyfannie,2019,1,2,"@POTUS: I Donâ€™t Trust People Anymore: http://youtu.be/ifDP_2e3b6Y#youÂ 
 #StrangerThings #Privacy #CIA #HumanRights #surveillance #DeepState #FollowTheWhiteRabbit #TheStorm #QAnon #POTUS #resistance #MAGA #NSA #8chan #horror #Wikileaks #XFiles #MKUltra #FOIA #OperationMockingbird #Khashoggi",3,0,0
dylanwelch,2019,1,2,"#FOIA #foi refusals in Australia at their highest levels since record-keeping began, according to an excellent article by @knausc and @jessbassanohttps://www.theguardian.com/australia-news/2019/jan/02/how-a-flawed-freedom-of-information-regime-keeps-australians-in-the-darkÂ â€¦",4,1,3
Geopolitics_Emp,2019,1,2,The #Chiquita13: Profiles of #BananaOfficials Accused of #CrimesAgainstHumanity: #FOIA Documents Reveal Roles of Fruit Company Execs Named in #Colombia Case @NSArchivehttps://nsarchive.gwu.edu/briefing-book/colombia-chiquita-papers/2018-12-21/chiquita-13-profiles-banana-officials-accused-crimes-against-humanityÂ â€¦,2,1,2
SafeLibraries,2019,1,2,"I believe @AaronKleinShow exposed this years ago, so seeing the #OpenGov #FOIA documents should help put the icing on the cake. #Benghazi @POTUS44 @BarackObama @HillaryClinton",0,0,0
chrishendel,2019,1,2,"VERY important tweet here!
 #FOIA https://twitter.com/cgseife/status/1080270829957599232Â â€¦",1,0,0
NuclearAnthro,2019,1,2,"I should be able to bill NNSA/DTRA/etc for my time for having to respond when they fuck up trivial shit I explained in my request letter.
 
 I am not an ""other use"" requester. I am Education Institution Fee Status thanks to Sack v. DOD, No. 14-5039 (D.C. Cir. 2016).
 #PhDLife
 #FOIA pic.twitter.com/C6cjPodUDY",21,5,0
letgoofmyfannie,2019,1,2,"@POTUS: I Donâ€™t Trust People Anymore: http://youtu.be/ifDP_2e3b6Y#youÂ 
 #StrangerThings #Privacy #CIA #HumanRights #surveillance #DeepState #FollowTheWhiteRabbit #TheStorm #QAnon #POTUS #resistance #MAGA #NSA #8chan #horror #Wikileaks #XFiles #MKUltra #FOIA #OperationMockingbird #Khashoggi",0,0,0
jessiereport,2019,1,3,Give us the doccxxxssssss #FOIA https://twitter.com/cassandrajar/status/1080949342641504258Â â€¦,1,0,0
rachel_circle_a,2019,1,3,#FOIA #brokenhttps://twitter.com/shoeshine/status/1080624795513802752Â â€¦,0,0,0
MuckRock,2019,1,3,"#FCC backs down after year-long #FOIA fight, releases emails related to #AjitPai's infamous ""Harlem Shake"" video https://buff.ly/2TnFn0MÂ pic.twitter.com/Rmxh1hxMVA",3,0,3
MuckRock,2019,1,3,"Explore an interactive map of 206 known #AmazonHQ2 proposals, plus a collection of 82 bid documents released so far https://buff.ly/2VsLP8EÂ #FOIA pic.twitter.com/DgxO90c9fS",0,0,1
iamjackdunne,2019,1,3,"Yeah, conveniently avoid #FOIA",0,0,0
KoehlerMatthew,2019,1,3,"More fallout from @SecretaryZinke's 22 months within the Trump Administration. This should be front-page, in-depth coverage throughout #Montana, especially since reporters and the news media value, respect and rely on #OpenRecords and #FOIA requests. #MTPol #MTNews #MTMediahttps://twitter.com/chrisasolomon/status/1080929644050694144Â â€¦",5,0,4
JasonLeopold,2019,1,3,"Within @timkmak's #FOIA lawsuit against Treausry is evidence of how govt agencies flagrantly violate the #FOIA, fail to engage w/requesters & completely ignore 2016 amendments aimed to make the process easier & efficient
 
 Once again, DOJ OIP fails at it's job ensuring compliance https://twitter.com/MikeScarcella/status/1080923609135116288Â â€¦",64,2,43
FOIANate,2019,1,3,"During a HOGR hearing on #FOIA during the Obama administration, one of the Democratic reps (Conolly, iirc) found and waived around an early 90s memo from H.W. Bush telling agencies to allow for WH review of some FOIA dox. Still a bad practice, imho.",2,1,0
JamesValvo,2019,1,3,"This is a routine, if problematic, practice. We haven't been able to attach a technical #FOIA violation to the WH review, in order to get judges involved. Maybe the Trump/Kushner use of WH review will focus some minds.",4,1,0
resentfultweet,2019,1,3,Still a strong contender for the greatest #FOIA response of all time. pic.twitter.com/NM3aF3qAU7,12,0,2
KevinSchmidt8,2019,1,3,"It is an ongoing practice for WH to review #FOIA productions for ""White House equities"" https://causeofaction.org/grading-government-white-house-targets-document-requesters/Â â€¦",1,1,0
MarkSZaidEsq,2019,1,3,"No, I'm saying it was my recollection Obama WH was involved in reviewing/weighing in on some agency #FOIA determinations (topic I do not know) so that it is not necessarily ""unusual"" or without precedent as the Judge believed.",2,1,1
CAPenergypolicy,2019,1,3,The public has until January 28th to tell @Interior its proposal to limit access to public records is unacceptable. http://bit.ly/LimitingTransparencyÂ â€¦ #transparencyfail #FOIA,1,0,0
jennyhrowland,2019,1,3,"Especially with breaking news that @SecretaryZinke may have lied to @doioig, itâ€™s more important than ever that @Interior keep a robust and transparent #FOIA program in place. http://bit.ly/LimitingTransparencyÂ â€¦ #InvestigateInterior",2,1,0
MuckRock,2019,1,3,MuckRock's guide to the nine federal #FOIA exemptions: https://buff.ly/2R3f6YSÂ pic.twitter.com/zbP7fbSAkQ,2,0,0
gregorykorte,2019,1,3,"Dear @Interior, the Freedom of Information Act did not expire just because of the shutdown. Just because you can't process my request doesn't mean I can't make it. #foia pic.twitter.com/fiLxYGSJdW",277,3,119
probesreporter,2019,1,3,"In our experience, Obama administration was no friend of #FOIA, having built on anti-FOIA exemptions fabricated by Bush admin. Trump and his crew resent anything resembling transparency and accountability so we may be in uncharted territory now. https://twitter.com/MarkSZaidEsq/status/1080908064629248000Â â€¦",2,1,0
CraigDMauger,2019,1,3,A reminder: Michigan is 1 of 2 states that exempt the Legislature and Governor's Office from #FOIA; and Michigan is 1 of 2 states that don't require state elected officials to file some type of personal financial disclosure.,75,2,42
marisaporto,2019,1,3,I was planning a column and a #FOIA council discussion.,5,0,0
MarkSZaidEsq,2019,1,3,"Might smell from political interference & be unsightly policy action, but at end of day Court is simply assessing applicability of #FOIA exemption. The rest is for Congress & public to complain about.",0,0,1
mattsebastian,2019,1,3,"â€œThe whole tenor of this is, â€˜You people are burdensome.' But this is the law that makes sure that we can find out what our government is doing, even when they donâ€™t want to tell us.â€ https://dpo.st/2LQWZj5Â via @JudithKohler #opengov #foia",11,0,21
MarkSZaidEsq,2019,1,3,"That's why I don't think this is really a ""story"" as far a #FOIA goes. It may be a story as far as what docs reveal but that's a different issue.",0,1,1
MarkSZaidEsq,2019,1,3,"Interesting #FOIA situation involving #Kushner. Frankly, I'm not sure what ""legal"" issue is here. True, WH involvement not normal. But WH controls Exec Branch & can weigh in so long as legit exemptions invoked. My recollection is Obama WH did same.https://www.cnn.com/2018/12/20/politics/kushner-white-house-foia/index.htmlÂ â€¦",56,8,29
MuckRock,2019,1,3,Is there a #FOIA issue in your state you want @jessiereport to cover this year? Let us know via our ongoing State of State Public Records Laws Project: https://buff.ly/2R3eYZoÂ pic.twitter.com/sPF5EG8aHP,2,0,2
CoastAlaska,2019,1,3,"""Once adopted, the regulations would allow the agency to put a cap on the number of Freedom of Information Act requests it processes every month."" #FOIA https://twitter.com/natehegyi/status/1080876988846419968Â â€¦",1,0,1
ehernandez,2019,1,3,"Critics say Interior Dept.'s proposed change could undermine public's access to information: ""This is something the public should care about, especially in the West.â€ https://dpo.st/2RnthaPÂ by @JudithKohler #OpenGov #transparency #FOIA",4,0,4
paulegan4,2019,1,3,"The directive doesn't address the many forms of communication other than email which state officials could use to communicate about state business, including text messaging on private cell phones, Facebook messaging, and other instant messaging applications. #foia #transparencyhttps://twitter.com/paulegan4/status/1080872312465952769Â â€¦",12,1,10
MuckRock,2019,1,3,#WikiLeaks wasnâ€™t the first organization investigated for espionage over publishing classified information - Memos recently released through #FOIA show the #FBI investigated the #VillageVoice in 1976 https://buff.ly/2F3TO79Â pic.twitter.com/8nTi104LIv,123,2,98
LoriSatCNS,2019,1,3,".@NewsEditors warns #journalists who use the Freedom of Information Act to take note of changes the Department of Interior wants to make to limit access to information. #FOIA
 https://myemail.constantcontact.com/This-week---ASNE--Department-of-Interior-s-Freedom-of-Information-Act--FOIA--changes.html?soid=1110653940249&aid=ZXSiJhGcLDAÂ â€¦ â€¦",0,0,0
MuckRock,2019,1,3,"#CIA employees called for ""abolishing #FOIA"" as one of Agency's goals for 1984 https://buff.ly/2VjSm5zÂ pic.twitter.com/MEv3XJ3Gsy",3,0,2
resentfultweet,2019,1,3,"I came *this* close to making a #BirdBox meme about people with emoji in their names making wildly inaccurate claims about #FOIA, but stopped myself just in time.",2,0,0
MuckRock,2019,1,3,"Get regular updates about how machine learning, #AI, and big #data are reshaping our world via @_blip_'s ongoing #AlgorithmicControl #FOIA project: https://buff.ly/2VswVPRÂ pic.twitter.com/40Sw0fPKNH",1,0,4
StateImpactCntr,2019,1,3,"This is a very interesting development, especially in light of New Jersey AG Gurbir Grewal (@NewJerseyOAG)'s #FOIA request and subsequent lawsuit over @Interiorâ€™s unexplained decision to exempt Florida from #offshore drilling expansion. @environmenthttps://twitter.com/environment/status/1080469833223979013Â â€¦",6,2,7
SeanatGreenwire,2019,1,3,"File under #secrecy, #FOIA and #opengovhttps://twitter.com/EENewsUpdates/status/1080878217647525888Â â€¦",1,0,0
ChadLivengood,2019,1,3,INBOX: Gov. @gretchenwhitmer has signed an executive directive prohibiting state employees from using private email to conduct state business (and thus evade #FOIA) and barring the use of state email addresses for â€œnon-state activity.â€ https://content.govdelivery.com/attachments/MIEOG/2019/01/03/file_attachments/1131674/ED-2019-5.pdfÂ â€¦pic.twitter.com/zPZTQ99ZQn,47,3,10
paulegan4,2019,1,3,NEW: MI Gov #Whitmer bans use of private email accounts for state business http://bit.ly/2GTJQaeÂ #migov #foia,104,5,41
CauseofActionDC,2019,1,3,Did you know @DHSgov informs government employees when they're subject of a FOIA? What do you think of this practice? https://causeofaction.org/coa-institute-discovers-curious-dhs-foia-notification-process-for-employee-records/Â â€¦ #FOIA #OpenGovernment #Transparency,0,0,1
MuckRock,2019,1,3,Year in #FOIA 2018: State law rundown https://buff.ly/2QiYiYEÂ pic.twitter.com/8WJ4txYS0U,0,0,0
